id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,hours,transactions,messaging,special_hours
4uNumme96qe1EosbSSyvVQ,jamaican-gates-restaurant-chicago,Jamaican Gates Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/G1r6K2VAkfJFxEj7d7_BmA/o.jpg,True,False,https://www.yelp.com/biz/jamaican-gates-restaurant-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17737791708,(773) 779-1708,45,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",3.5,"{'address1': '10226 S Halsted St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['10226 S Halsted St', 'Chicago, IL 60628'], 'cross_streets': '102nd St & 103rd St'}","{'latitude': 41.707832, 'longitude': -87.643234}","['https://s3-media3.fl.yelpcdn.com/bphoto/G1r6K2VAkfJFxEj7d7_BmA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/tFtvKGnkN4ztPDJmVL7oSw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/Ix2mJAU1WNVgHir2DG7pzw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'pickup']","{'url': 'https://www.yelp.com/raq/4uNumme96qe1EosbSSyvVQ?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA#popup%3Araq', 'use_case_text': 'Message the Business'}",
uW3rdYkKyTR7lqd8dx35uQ,caribbean-jerk-palace-chicago-2,Caribbean Jerk Palace,https://s3-media1.fl.yelpcdn.com/bphoto/f8dV_c3sW315gjz7vX-2ow/o.jpg,True,False,https://www.yelp.com/biz/caribbean-jerk-palace-chicago-2?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17088312582,(708) 831-2582,58,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",2.5,"{'address1': '10318 S Halsted St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['10318 S Halsted St', 'Chicago, IL 60628'], 'cross_streets': '104th St & 103rd St'}","{'latitude': 41.7062651726149, 'longitude': -87.6432217285037}","['https://s3-media1.fl.yelpcdn.com/bphoto/f8dV_c3sW315gjz7vX-2ow/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/HNuoUsiYdEsE1cv0ZT1TRg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/GLAYeIcom6TscmNuP58LVQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
z6nzRiWTT-NX-lsF2tqjDg,beggars-pizza-chicago,Beggars Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/TC_c9qAMXFAx1RsX6Q_iKQ/o.jpg,True,False,https://www.yelp.com/biz/beggars-pizza-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17734294444,(773) 429-4444,40,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.0,"{'address1': '10314 Halsted Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['10314 Halsted Ave', 'Chicago, IL 60628'], 'cross_streets': '104th St & 103rd St'}","{'latitude': 41.70627, 'longitude': -87.64319}","['https://s3-media1.fl.yelpcdn.com/bphoto/TC_c9qAMXFAx1RsX6Q_iKQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/I742D78_-AJn4ubXykzGqg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/2uAT8VGomdRQ4yladGQDXQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",['delivery'],,
u0hfrwi9eLPy8d5mnqpDaw,jimmys-best-chicago,Jimmy's Best,https://s3-media2.fl.yelpcdn.com/bphoto/VTxP0kfvEqN2UvVvJr5QDw/o.jpg,False,False,https://www.yelp.com/biz/jimmys-best-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17732319191,(773) 231-9191,5,"[{'alias': 'newamerican', 'title': 'American (New)'}]",2.5,"{'address1': '200 W 103rd St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['200 W 103rd St', 'Chicago, IL 60628'], 'cross_streets': 'Princeton Ave & Prairie Ave'}","{'latitude': 41.70737, 'longitude': -87.62853}","['https://s3-media2.fl.yelpcdn.com/bphoto/VTxP0kfvEqN2UvVvJr5QDw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/K2hDYtn0WSn98sGxs_RLsw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/K_tGFUwF201VkX8UovP1Xg/o.jpg']",,,"['pickup', 'delivery']",,
Zl9jSIa43BZfA68uD7ZYmg,tommys-chinese-restaurant-chicago,Tommy's Chinese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/OBYqQ4ph2g41yVSI4GuJDQ/o.jpg,False,False,https://www.yelp.com/biz/tommys-chinese-restaurant-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17732644999,(773) 264-4999,8,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'address1': '129 E 103rd St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['129 E 103rd St', 'Chicago, IL 60628'], 'cross_streets': 'Perry Ave & Michigan Ave'}","{'latitude': 41.70696, 'longitude': -87.61901}","['https://s3-media2.fl.yelpcdn.com/bphoto/OBYqQ4ph2g41yVSI4GuJDQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/7Ppdc52u8kU1nQpvXVsLAA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/k01X1c3Voos0V9i0YvEMgw/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1500', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1500', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],,
yamCEe9PsiVNQYHR--DIfQ,s2-express-grill-chicago-2,S2 Express Grill,https://s3-media4.fl.yelpcdn.com/bphoto/So_OYAug4NEhpkn_I4MRWQ/o.jpg,False,False,https://www.yelp.com/biz/s2-express-grill-chicago-2?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17726298125,(772) 629-8125,2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'address1': '129 E 103rd St', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['129 E 103rd St', 'Chicago, IL 60628'], 'cross_streets': 'Perry Ave & Michigan Ave'}","{'latitude': 41.70696, 'longitude': -87.61901}","['https://s3-media4.fl.yelpcdn.com/bphoto/So_OYAug4NEhpkn_I4MRWQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/xPAZDD4Se7TePiuVpdjR9g/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/8A5TxgaoLpC7omqW9HDbQA/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '1000', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
VY8klbp74vzHRxYcNbMqlA,white-castle-chicago-28,White Castle,https://s3-media3.fl.yelpcdn.com/bphoto/YUUbQgjk9mxrcMUPlVoR1g/o.jpg,True,False,https://www.yelp.com/biz/white-castle-chicago-28?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17739956618,(773) 995-6618,6,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",1.5,"{'address1': '10301 S Michigan Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['10301 S Michigan Ave', 'Chicago, IL 60628'], 'cross_streets': '103rd Pl'}","{'latitude': 41.7070933, 'longitude': -87.6200851}","['https://s3-media3.fl.yelpcdn.com/bphoto/YUUbQgjk9mxrcMUPlVoR1g/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/bk-AdHDUqkx6KHcmQM_vtw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/sDPNsz_LoVD0lEqB6n5cGQ/o.jpg']",$,"[{'open': [{'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 0}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 1}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 2}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 3}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 4}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 5}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",,
85dFNvjVidcSAo-_wsuq2Q,churchs-chicken-chicago-18,Church's Chicken,https://s3-media3.fl.yelpcdn.com/bphoto/KOiXBfLGOJqlbyLqKX-PPg/o.jpg,True,False,https://www.yelp.com/biz/churchs-chicken-chicago-18?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17738210875,(773) 821-0875,5,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"{'address1': '200 E 103rd St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['200 E 103rd St', 'Chicago, IL 60628'], 'cross_streets': 'Princeton Ave & Prairie Ave'}","{'latitude': 41.70751, 'longitude': -87.61828}","['https://s3-media3.fl.yelpcdn.com/bphoto/KOiXBfLGOJqlbyLqKX-PPg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/9KaGkm4gezpA3yUe1FafJg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/SAFbZ8lcXeBIKiCibnhtgg/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",['delivery'],,
Z_Y0iI1ugtz7XIrtcANuHA,sammys-breakfast-chicago,Sammys Breakfast,,False,False,https://www.yelp.com/biz/sammys-breakfast-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17732649100,(773) 264-9100,8,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2.0,"{'address1': '250 E 103 Rd St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['250 E 103 Rd St', 'Chicago, IL 60628'], 'cross_streets': ''}","{'latitude': 41.707538, 'longitude': -87.616683}",[],$,,"['delivery', 'pickup']",,
lCtngvnMuVfoYgfO1ePgVw,burger-king-chicago-73,Burger King,https://s3-media3.fl.yelpcdn.com/bphoto/2ga_3EVwCq5-ynAtQpUFvw/o.jpg,True,False,https://www.yelp.com/biz/burger-king-chicago-73?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,,,6,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",1.0,"{'address1': '224 E 103rd Street', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['224 E 103rd Street', 'Chicago, IL 60628'], 'cross_streets': 'Princeton Ave & Prairie Ave'}","{'latitude': 41.707466, 'longitude': -87.617841}","['https://s3-media3.fl.yelpcdn.com/bphoto/2ga_3EVwCq5-ynAtQpUFvw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/fY6fj-by89wWHeMssVhsdg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/xNf3kMP7Ax4HZEUbdsirhw/o.jpg']",$,,['delivery'],,
IfJZv4q0GXo-MEUXbdYXUQ,subway-restaurants-chicago-185,Subway Restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/6TJBe-LuHFhbBU8bl-ln3A/o.jpg,True,False,https://www.yelp.com/biz/subway-restaurants-chicago-185?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17738215873,(773) 821-5873,5,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",1.0,"{'address1': '240 E 103rd St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['240 E 103rd St', 'Chicago, IL 60628'], 'cross_streets': 'Princeton Ave & Prairie Ave'}","{'latitude': 41.7074049, 'longitude': -87.61721}","['https://s3-media2.fl.yelpcdn.com/bphoto/6TJBe-LuHFhbBU8bl-ln3A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/SbyaboDX31N-chd1iEdtJg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/0fS0Yx6g9HyS7ekTPsHKsg/o.jpg']",$,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
4gom_tkrPovxRkK9R5FAhA,baskin-robbins-chicago,Baskin Robbins,,False,False,https://www.yelp.com/biz/baskin-robbins-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17735680167,(773) 568-0167,2,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",1.0,"{'address1': '250 E 103rd St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['250 E 103rd St', 'Chicago, IL 60628'], 'cross_streets': 'Princeton Ave & Prairie Ave'}","{'latitude': 41.7075424194336, 'longitude': -87.6166839599609}",[],,,['delivery'],,
Qhr_KRetecTWjz7vWIJ6vA,dunkin-baskin-robbins-chicago,Dunkin/Baskin Robbins,https://s3-media4.fl.yelpcdn.com/bphoto/GDSIa2Unz48fgoOAjOTRvA/o.jpg,False,False,https://www.yelp.com/biz/dunkin-baskin-robbins-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17734681407,(773) 468-1407,6,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",1.5,"{'address1': '350 E103rd St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['350 E103rd St', 'Chicago, IL 60628'], 'cross_streets': ''}","{'latitude': 41.7074044916445, 'longitude': -87.6139891189682}","['https://s3-media4.fl.yelpcdn.com/bphoto/GDSIa2Unz48fgoOAjOTRvA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/cWKD-P8Nu6nnebk-8mjhyA/o.jpg']",$,,[],,
jKv7LmauwhX5s2j7kHvfWQ,heron-valley-jerk-chicken-chicago,Heron Valley Jerk Chicken,,False,False,https://www.yelp.com/biz/heron-valley-jerk-chicken-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,,,2,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",1.0,"{'address1': '409 E 103rd St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['409 E 103rd St', 'Chicago, IL 60628'], 'cross_streets': 'Eggleston Ave & King Dr'}","{'latitude': 41.70704, 'longitude': -87.61329}",[],,,[],,
UrYgo2mEf60Iean1l8SxgQ,captain-hooks-fish-and-chicken-chicago-10,Captain Hooks Fish & Chicken,https://s3-media2.fl.yelpcdn.com/bphoto/Cxp2rXRUrenH_y2zYvpZpQ/o.jpg,False,False,https://www.yelp.com/biz/captain-hooks-fish-and-chicken-chicago-10?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17732316363,(773) 231-6363,2,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",2.5,"{'address1': '343 E 103rd St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['343 E 103rd St', 'Chicago, IL 60628'], 'cross_streets': 'King Dr & Harvard Ave'}","{'latitude': 41.7071665166468, 'longitude': -87.6146555319428}","['https://s3-media2.fl.yelpcdn.com/bphoto/Cxp2rXRUrenH_y2zYvpZpQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/wmx1yqWKkfDUDBNRhWPZ_A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/qVdzrpx43kEA5mdZmHnc1Q/o.jpg']",,,"['delivery', 'pickup']",,
HzdHdyv6Ie-nHS3SoBzdyA,town-and-country-liquors-chicago,Town and Country Liquors,,False,False,https://www.yelp.com/biz/town-and-country-liquors-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17732647474,(773) 264-7474,1,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'delis', 'title': 'Delis'}]",1.0,"{'address1': '421 E 103rd St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['421 E 103rd St', 'Chicago, IL 60628'], 'cross_streets': 'Eggleston Ave & King Dr'}","{'latitude': 41.7070579528809, 'longitude': -87.6128616333008}",[],,,[],,
WyF6Gub23Cw2BBa45Q7PHQ,dunkin-chicago-193,Dunkin',https://s3-media2.fl.yelpcdn.com/bphoto/HFo8nRdqocwqZdKibNqHNQ/o.jpg,True,False,https://www.yelp.com/biz/dunkin-chicago-193?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,,,1,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",1.0,"{'address1': '350 E 103rd St', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['350 E 103rd St', 'Chicago, IL 60628'], 'cross_streets': 'King Dr & Harvard Ave'}","{'latitude': 41.707637, 'longitude': -87.614176}",['https://s3-media2.fl.yelpcdn.com/bphoto/HFo8nRdqocwqZdKibNqHNQ/o.jpg'],,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
ZRokkfpcL0G0AHBrPqbYUQ,popeyes-louisiana-kitchen-chicago-11,Popeyes Louisiana Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/hFlUIlYWpAhQi3ZPtxQeRA/o.jpg,True,False,https://www.yelp.com/biz/popeyes-louisiana-kitchen-chicago-11?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17734683838,(773) 468-3838,13,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",1.5,"{'address1': '616 E 103rd St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60628', 'country': 'US', 'state': 'IL', 'display_address': ['616 E 103rd St', 'Chicago, IL 60628'], 'cross_streets': 'Lowe Ave & Wallace St'}","{'latitude': 41.70766, 'longitude': -87.60814}","['https://s3-media1.fl.yelpcdn.com/bphoto/hFlUIlYWpAhQi3ZPtxQeRA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/4C4v9KCJjzj-yfoezeVLDQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/WlnkApgiQJWG-VchzdWrOA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",['delivery'],,
