,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
12,starbucks-chicago-308,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'longitude': -87.712601, 'latitude': 41.709187}",(773) 298-4480,110.09690633716525,QPskr9xb3jVOQxfY-P1WjQ,https://s3-media4.fl.yelpcdn.com/bphoto/YQfYhnAJECUAxXKcXxyVYA/o.jpg,False,"{'zip_code': '60655', 'state': 'IL', 'country': 'US', 'display_address': ['3700 W 103Rd St', 'Saint Xavier University-Morris Hall', 'Chicago, IL 60655'], 'address3': 'Saint Xavier University-Morris Hall', 'address1': '3700 W 103Rd St', 'address2': '', 'city': 'Chicago'}",Starbucks,+17732984480,$$$,3.5,4,['delivery'],https://www.yelp.com/biz/starbucks-chicago-308?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
13,franconellos-chicago-2,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'supperclubs', 'title': 'Supper Clubs'}]","{'longitude': -87.682058, 'latitude': 41.707409}",(773) 881-4100,144.5612528516618,WeA9HKxWMrqc9jO-P6Batw,https://s3-media2.fl.yelpcdn.com/bphoto/KaTduHFsltLlgtEw82hBag/o.jpg,False,"{'zip_code': '60643', 'state': 'IL', 'country': 'US', 'display_address': ['10222 S Western Ave', 'Chicago, IL 60643'], 'address3': '', 'address1': '10222 S Western Ave', 'address2': '', 'city': 'Chicago'}",Franconello's,+17738814100,$$,3.5,91,[],https://www.yelp.com/biz/franconellos-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
14,beverly-park-chicago,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]","{'longitude': -87.6832117885351, 'latitude': 41.7082502692938}",(312) 747-6024,21.63661680427381,ycr6vaG04n2Z5urOgy4FRw,https://s3-media4.fl.yelpcdn.com/bphoto/3xrhgsoe_pGiGbyfEZqr8w/o.jpg,False,"{'zip_code': '60655', 'state': 'IL', 'country': 'US', 'display_address': ['2460 W 102nd St', 'Chicago, IL 60655'], 'address3': '', 'address1': '2460 W 102nd St', 'address2': '', 'city': 'Chicago'}",Beverly Park,+13127476024,,5.0,1,[],https://www.yelp.com/biz/beverly-park-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
15,chucks-pizza-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'longitude': -87.6813619, 'latitude': 41.70936}",(773) 233-4282,180.83270407026214,0IzSrQrlUa1z5OvBKxaniQ,https://s3-media2.fl.yelpcdn.com/bphoto/ZFsgZsGs5gBwHun7z3t-tg/o.jpg,False,"{'zip_code': '60643', 'state': 'IL', 'country': 'US', 'display_address': ['10123 S Western Ave', 'Chicago, IL 60643'], 'address3': '', 'address1': '10123 S Western Ave', 'address2': '', 'city': 'Chicago'}",Chuck's Pizza,+17732334282,$,3.5,51,"['pickup', 'delivery']",https://www.yelp.com/biz/chucks-pizza-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
16,island-vibes-jerk-chicken-restaurant-chicago,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'longitude': -87.6589387, 'latitude': 41.7068849}",(773) 779-5540,166.90841084394756,SclwDyg5mVUwAVJQjRSZwQ,https://s3-media1.fl.yelpcdn.com/bphoto/J6MQtw8PG1o_C2Dof-dCBw/o.jpg,False,"{'zip_code': '60643', 'state': 'IL', 'country': 'US', 'display_address': ['1442 W 103rd St', 'Chicago, IL 60643'], 'address3': '', 'address1': '1442 W 103rd St', 'address2': '', 'city': 'Chicago'}",Island Vibes Jerk Chicken Restaurant,+17737795540,$$,3.0,45,['delivery'],https://www.yelp.com/biz/island-vibes-jerk-chicken-restaurant-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
17,uncle-joes-jerk-chicago,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'longitude': -87.6555749, 'latitude': 41.7084888}",(773) 779-9966,108.1320411064649,iiFNPxySDb-AQxStmgdZdg,https://s3-media2.fl.yelpcdn.com/bphoto/00zWPr4bsydHQtPUWpYnbw/o.jpg,False,"{'zip_code': '60643', 'state': 'IL', 'country': 'US', 'display_address': ['10210 S Vincennes Ave', 'Chicago, IL 60643'], 'address3': '', 'address1': '10210 S Vincennes Ave', 'address2': '', 'city': 'Chicago'}",Uncle Joe's Jerk,+17737799966,$$,3.0,48,['pickup'],https://www.yelp.com/biz/uncle-joes-jerk-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
18,jamaican-gates-restaurant-chicago,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'longitude': -87.643234, 'latitude': 41.707832}",(773) 779-1708,53.761250509423995,4uNumme96qe1EosbSSyvVQ,https://s3-media3.fl.yelpcdn.com/bphoto/G1r6K2VAkfJFxEj7d7_BmA/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['10226 S Halsted St', 'Chicago, IL 60628'], 'address3': '', 'address1': '10226 S Halsted St', 'address2': '', 'city': 'Chicago'}",Jamaican Gates Restaurant,+17737791708,$$,3.5,45,"['pickup', 'delivery']",https://www.yelp.com/biz/jamaican-gates-restaurant-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
19,kfc-chicago-64,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","{'longitude': -87.6431609724046, 'latitude': 41.7084038}",(773) 629-6779,48.542095444862454,8OtOZMXdtGzZ5vEDq-gg6g,https://s3-media4.fl.yelpcdn.com/bphoto/g_h--62yHS6w41viaddcNw/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['10200 S Halsted St', 'Chicago, IL 60628'], 'address3': '', 'address1': '10200 S Halsted St', 'address2': '', 'city': 'Chicago'}",KFC,+17736296779,$,2.0,5,"['pickup', 'delivery']",https://www.yelp.com/biz/kfc-chicago-64?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
20,jimmys-best-chicago,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'longitude': -87.62853, 'latitude': 41.70737}",(773) 231-9191,93.74733950709684,u0hfrwi9eLPy8d5mnqpDaw,https://s3-media2.fl.yelpcdn.com/bphoto/VTxP0kfvEqN2UvVvJr5QDw/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['200 W 103rd St', 'Chicago, IL 60628'], 'address3': None, 'address1': '200 W 103rd St', 'address2': '', 'city': 'Chicago'}",Jimmy's Best,+17732319191,,2.5,5,"['delivery', 'pickup']",https://www.yelp.com/biz/jimmys-best-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
21,churchs-chicken-chicago-18,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'longitude': -87.61828, 'latitude': 41.70751}",(773) 821-0875,75.50740355086894,85dFNvjVidcSAo-_wsuq2Q,https://s3-media3.fl.yelpcdn.com/bphoto/KOiXBfLGOJqlbyLqKX-PPg/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['200 E 103rd St', 'Chicago, IL 60628'], 'address3': '', 'address1': '200 E 103rd St', 'address2': '', 'city': 'Chicago'}",Church's Chicken,+17738210875,,4.0,5,['delivery'],https://www.yelp.com/biz/churchs-chicken-chicago-18?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
22,tommys-chinese-restaurant-chicago,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'longitude': -87.61901, 'latitude': 41.70696}",(773) 264-4999,148.59793990956,Zl9jSIa43BZfA68uD7ZYmg,https://s3-media2.fl.yelpcdn.com/bphoto/OBYqQ4ph2g41yVSI4GuJDQ/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['129 E 103rd St', 'Chicago, IL 60628'], 'address3': '', 'address1': '129 E 103rd St', 'address2': '', 'city': 'Chicago'}",Tommy's Chinese Restaurant,+17732644999,$,3.5,8,[],https://www.yelp.com/biz/tommys-chinese-restaurant-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
23,s2-express-grill-chicago-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'longitude': -87.61901, 'latitude': 41.70696}",(772) 629-8125,148.59793990956,yamCEe9PsiVNQYHR--DIfQ,https://s3-media4.fl.yelpcdn.com/bphoto/So_OYAug4NEhpkn_I4MRWQ/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['129 E 103rd St', 'Chicago, IL 60628'], 'address3': None, 'address1': '129 E 103rd St', 'address2': None, 'city': 'Chicago'}",S2 Express Grill,+17726298125,,4.5,2,"['pickup', 'delivery']",https://www.yelp.com/biz/s2-express-grill-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
24,sammys-breakfast-chicago,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'longitude': -87.616683, 'latitude': 41.707538}",(773) 264-9100,162.16241096838158,Z_Y0iI1ugtz7XIrtcANuHA,,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['250 E 103 Rd St', 'Chicago, IL 60628'], 'address3': '', 'address1': '250 E 103 Rd St', 'address2': '', 'city': 'Chicago'}",Sammys Breakfast,+17732649100,$,2.0,8,"['pickup', 'delivery']",https://www.yelp.com/biz/sammys-breakfast-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
25,burger-king-chicago-73,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'longitude': -87.617841, 'latitude': 41.707466}",,98.53077097315304,lCtngvnMuVfoYgfO1ePgVw,https://s3-media3.fl.yelpcdn.com/bphoto/2ga_3EVwCq5-ynAtQpUFvw/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['224 E 103rd Street', 'Chicago, IL 60628'], 'address3': None, 'address1': '224 E 103rd Street', 'address2': None, 'city': 'Chicago'}",Burger King,,$,1.0,6,['delivery'],https://www.yelp.com/biz/burger-king-chicago-73?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
26,white-castle-chicago-28,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'longitude': -87.6200851, 'latitude': 41.7070933}",(773) 995-6618,178.84182783285243,VY8klbp74vzHRxYcNbMqlA,https://s3-media3.fl.yelpcdn.com/bphoto/YUUbQgjk9mxrcMUPlVoR1g/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['10301 S Michigan Ave', 'Chicago, IL 60628'], 'address3': '', 'address1': '10301 S Michigan Ave', 'address2': '', 'city': 'Chicago'}",White Castle,+17739956618,$,1.5,6,"['pickup', 'delivery']",https://www.yelp.com/biz/white-castle-chicago-28?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
27,subway-restaurants-chicago-185,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'longitude': -87.61721, 'latitude': 41.7074049}",(773) 821-5873,144.7540527774492,IfJZv4q0GXo-MEUXbdYXUQ,https://s3-media2.fl.yelpcdn.com/bphoto/6TJBe-LuHFhbBU8bl-ln3A/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['240 E 103rd St', 'Chicago, IL 60628'], 'address3': '', 'address1': '240 E 103rd St', 'address2': '', 'city': 'Chicago'}",Subway Restaurants,+17738215873,$,1.0,5,"['pickup', 'delivery']",https://www.yelp.com/biz/subway-restaurants-chicago-185?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
28,baskin-robbins-chicago,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'longitude': -87.6166839599609, 'latitude': 41.7075424194336}",(773) 568-0167,162.16241096838158,4gom_tkrPovxRkK9R5FAhA,,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['250 E 103rd St', 'Chicago, IL 60628'], 'address3': '', 'address1': '250 E 103rd St', 'address2': '', 'city': 'Chicago'}",Baskin Robbins,+17735680167,,1.0,2,['delivery'],https://www.yelp.com/biz/baskin-robbins-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
29,dunkin-baskin-robbins-chicago,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'longitude': -87.6139891189682, 'latitude': 41.7074044916445}",(773) 468-1407,113.0227243681776,Qhr_KRetecTWjz7vWIJ6vA,https://s3-media4.fl.yelpcdn.com/bphoto/GDSIa2Unz48fgoOAjOTRvA/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['350 E103rd St', 'Chicago, IL 60628'], 'address3': '', 'address1': '350 E103rd St', 'address2': '', 'city': 'Chicago'}",Dunkin/Baskin Robbins,+17734681407,$,1.5,6,[],https://www.yelp.com/biz/dunkin-baskin-robbins-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
30,captain-hooks-fish-and-chicken-chicago-10,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]","{'longitude': -87.6146555319428, 'latitude': 41.7071665166468}",(773) 231-6363,117.86477614948754,UrYgo2mEf60Iean1l8SxgQ,https://s3-media2.fl.yelpcdn.com/bphoto/Cxp2rXRUrenH_y2zYvpZpQ/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['343 E 103rd St', 'Chicago, IL 60628'], 'address3': None, 'address1': '343 E 103rd St', 'address2': '', 'city': 'Chicago'}",Captain Hooks Fish & Chicken,+17732316363,,2.5,2,"['delivery', 'pickup']",https://www.yelp.com/biz/captain-hooks-fish-and-chicken-chicago-10?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
31,dunkin-chicago-193,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]","{'longitude': -87.614176, 'latitude': 41.707637}",,94.99763564527895,WyF6Gub23Cw2BBa45Q7PHQ,https://s3-media2.fl.yelpcdn.com/bphoto/HFo8nRdqocwqZdKibNqHNQ/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['350 E 103rd St', 'Chicago, IL 60628'], 'address3': None, 'address1': '350 E 103rd St', 'address2': None, 'city': 'Chicago'}",Dunkin',,,1.0,1,['delivery'],https://www.yelp.com/biz/dunkin-chicago-193?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
32,heron-valley-jerk-chicken-chicago,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'longitude': -87.61329, 'latitude': 41.70704}",,181.65488607580556,jKv7LmauwhX5s2j7kHvfWQ,,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['409 E 103rd St', 'Chicago, IL 60628'], 'address3': '', 'address1': '409 E 103rd St', 'address2': '', 'city': 'Chicago'}",Heron Valley Jerk Chicken,,,1.0,2,[],https://www.yelp.com/biz/heron-valley-jerk-chicken-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
33,town-and-country-liquors-chicago,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'delis', 'title': 'Delis'}]","{'longitude': -87.6128616333008, 'latitude': 41.7070579528809}",(773) 264-7474,190.18320060847108,HzdHdyv6Ie-nHS3SoBzdyA,,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['421 E 103rd St', 'Chicago, IL 60628'], 'address3': '', 'address1': '421 E 103rd St', 'address2': '', 'city': 'Chicago'}",Town and Country Liquors,+17732647474,,1.0,1,[],https://www.yelp.com/biz/town-and-country-liquors-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
34,popeyes-louisiana-kitchen-chicago-11,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'longitude': -87.60814, 'latitude': 41.70766}",(773) 468-3838,90.06981167701258,ZRokkfpcL0G0AHBrPqbYUQ,https://s3-media1.fl.yelpcdn.com/bphoto/hFlUIlYWpAhQi3ZPtxQeRA/o.jpg,False,"{'zip_code': '60628', 'state': 'IL', 'country': 'US', 'display_address': ['616 E 103rd St', 'Chicago, IL 60628'], 'address3': '', 'address1': '616 E 103rd St', 'address2': '', 'city': 'Chicago'}",Popeyes Louisiana Kitchen,+17734683838,$,1.5,13,['delivery'],https://www.yelp.com/biz/popeyes-louisiana-kitchen-chicago-11?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
35,subway-chicago-394,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'longitude': -87.559219, 'latitude': 41.70732}",(773) 902-7188,152.03570118011032,QWS4RgdNvmhAPmD8VGK7YQ,https://s3-media4.fl.yelpcdn.com/bphoto/SOwewlb7JCBuV0eqHZX3hw/o.jpg,False,"{'zip_code': '60617', 'state': 'IL', 'country': 'US', 'display_address': ['10327 S Torrence Ave', 'Space  2', 'Chicago, IL 60617'], 'address3': None, 'address1': '10327 S Torrence Ave', 'address2': 'Space  2', 'city': 'Chicago'}",Subway,+17739027188,$,3.0,3,"['delivery', 'pickup']",https://www.yelp.com/biz/subway-chicago-394?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
36,tacos-castillo-chicago-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'longitude': -87.53565, 'latitude': 41.70838}",(312) 385-9286,19.36095106129064,cwnFA_F1GjzsFJXMUnTeEw,https://s3-media4.fl.yelpcdn.com/bphoto/ry_e2eSlhS2e5a6x6-mQOQ/o.jpg,False,"{'zip_code': '60617', 'state': 'IL', 'country': 'US', 'display_address': ['10258 S Ewing Ave', 'Chicago, IL 60617'], 'address3': '', 'address1': '10258 S Ewing Ave', 'address2': None, 'city': 'Chicago'}",Tacos Castillo,+13123859286,,4.0,17,['delivery'],https://www.yelp.com/biz/tacos-castillo-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
37,lithuanian-plaza-palos-hills,"[{'alias': 'delis', 'title': 'Delis'}]","{'longitude': -87.81711, 'latitude': 41.71064}",(708) 599-9866,35.37792050900919,xDUvKF3GL-i6DWsKnvVduw,,False,"{'zip_code': '60465', 'state': 'IL', 'country': 'US', 'display_address': ['9921 S Roberts Rd', 'Palos Hills, IL 60465'], 'address3': None, 'address1': '9921 S Roberts Rd', 'address2': None, 'city': 'Palos Hills'}",Lithuanian Plaza,+17085999866,,4.5,2,[],https://www.yelp.com/biz/lithuanian-plaza-palos-hills?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
38,rosas-pizza-and-italian-restaurant-chicago-ridge,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'longitude': -87.798116, 'latitude': 41.7117029}",(708) 423-4622,124.8670702989198,zznCM7zmhHyR0c4mc3UgFw,https://s3-media3.fl.yelpcdn.com/bphoto/Yx17frG7nok9f8mgoJ0kuQ/o.jpg,False,"{'zip_code': '60415', 'state': 'IL', 'country': 'US', 'display_address': ['9909 S Harlem Ave', 'Chicago Ridge, IL 60415'], 'address3': '', 'address1': '9909 S Harlem Ave', 'address2': '', 'city': 'Chicago Ridge'}",Rosa's Pizza & Italian Restaurant,+17084234622,$$,4.0,23,['delivery'],https://www.yelp.com/biz/rosas-pizza-and-italian-restaurant-chicago-ridge?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
39,the-detour-market-chicago-ridge,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]","{'longitude': -87.7978296, 'latitude': 41.711455}",(708) 529-0839,112.81262464090923,6vCid6T-A6sNLZZkrmePUQ,https://s3-media1.fl.yelpcdn.com/bphoto/TsmpRB1WDcSNo6W5eZbLcQ/o.jpg,False,"{'zip_code': '60415', 'state': 'IL', 'country': 'US', 'display_address': ['9901 S Harlem Ave', 'Chicago Ridge, IL 60415'], 'address3': '', 'address1': '9901 S Harlem Ave', 'address2': None, 'city': 'Chicago Ridge'}",The Detour Market,+17085290839,,5.0,1,[],https://www.yelp.com/biz/the-detour-market-chicago-ridge?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
40,the-irish-rebel-oak-lawn,"[{'alias': 'pubs', 'title': 'Pubs'}]","{'longitude': -87.777839, 'latitude': 41.710739}",(708) 424-7286,40.25821271440461,LOjRa7rfO7TPK41g5pcGZA,https://s3-media3.fl.yelpcdn.com/bphoto/x2sU5-YGIlcxWeFVzuQtvA/o.jpg,False,"{'zip_code': '60453', 'state': 'IL', 'country': 'US', 'display_address': ['9953 Southwest Hwy', 'Oak Lawn, IL 60453'], 'address3': '', 'address1': '9953 Southwest Hwy', 'address2': '', 'city': 'Oak Lawn'}",The Irish Rebel,+17084247286,$$,4.0,10,[],https://www.yelp.com/biz/the-irish-rebel-oak-lawn?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
41,tcs-too-oak-lawn,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'longitude': -87.77737, 'latitude': 41.7121223}",(708) 425-3540,133.53960994344857,os8PbZNxEJM6CURf9F3HnQ,https://s3-media3.fl.yelpcdn.com/bphoto/59DDOcdo2sdox5_QmkrWhA/o.jpg,False,"{'zip_code': '60453', 'state': 'IL', 'country': 'US', 'display_address': ['9906 Sw Hwy', 'Oak Lawn, IL 60453'], 'address3': '', 'address1': '9906 Sw Hwy', 'address2': '', 'city': 'Oak Lawn'}",TC's Too,+17084253540,,4.0,8,[],https://www.yelp.com/biz/tcs-too-oak-lawn?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
42,taqueria-el-potrero-oak-lawn,"[{'alias': 'tacos', 'title': 'Tacos'}]","{'longitude': -87.77888, 'latitude': 41.71066}",,134.87432731819666,NwLVev3i4J7knPoXCzmF8w,https://s3-media3.fl.yelpcdn.com/bphoto/NOL_5Xak8qyxEyqE0SN1Og/o.jpg,False,"{'zip_code': '60453', 'state': 'IL', 'country': 'US', 'display_address': ['9940 Sw Hwy', 'Oak Lawn, IL 60453'], 'address3': None, 'address1': '9940 Sw Hwy', 'address2': '', 'city': 'Oak Lawn'}",Taqueria El Potrero,,,3.5,7,[],https://www.yelp.com/biz/taqueria-el-potrero-oak-lawn?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
43,baileys-crossing-oak-lawn,"[{'alias': 'dog_parks', 'title': 'Dog Parks'}]","{'longitude': -87.7748794, 'latitude': 41.7119576}",(708) 857-2222,121.86595795260304,JQNs6RV_SGFia7Ky-EVAMw,,False,"{'zip_code': '60453', 'state': 'IL', 'country': 'US', 'display_address': ['9910 Melvina Ave', 'Oak Lawn, IL 60453'], 'address3': None, 'address1': '9910 Melvina Ave', 'address2': '', 'city': 'Oak Lawn'}",Bailey's Crossing,+17088572222,,5.0,1,[],https://www.yelp.com/biz/baileys-crossing-oak-lawn?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
